2026-05-25 15:07:55	[Main thread]	INFO	readr	cli_block	 [36m──[39m [1mColumn specification[22m [36m─────────────────────────────────────────────────────────────────────────────────────────────────────────[39m cols(   checkLevel = [31mcol_character()[39m,   checkName = [31mcol_character()[39m,   checkDescription = [31mcol_character()[39m,   kahnContext = [31mcol_character()[39m,   kahnCategory = [31mcol_character()[39m,   kahnSubcategory = [31mcol_character()[39m,   sqlFile = [31mcol_character()[39m,   evaluationFilter = [31mcol_character()[39m,   severity = [31mcol_character()[39m ) 
2026-05-25 15:08:00	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 421 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmField_COHORT_COHORT_END_DATE.txt
2026-05-25 15:08:01	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 423 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmField_COHORT_COHORT_START_DATE.txt
2026-05-25 15:08:01	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT] [CDM Field: SUBJECT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 416 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmField_COHORT_SUBJECT_ID.txt
2026-05-25 15:08:01	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_DESCRIPTION] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 435 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_DESCRIPTION.txt
2026-05-25 15:08:01	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 426 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2026-05-25 15:08:01	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_NAME] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 428 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_NAME.txt
2026-05-25 15:08:01	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_SYNTAX] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 430 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_SYNTAX.txt
2026-05-25 15:08:02	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_INITIATION_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 428 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_INITIATION_DATE.txt
2026-05-25 15:08:02	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 432 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-05-25 15:08:02	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 424 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmField_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-05-25 15:08:50	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isRequired
2026-05-25 15:08:52	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 467 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isRequired_COHORT_COHORT_DEFINITION_ID.txt
2026-05-25 15:08:52	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 462 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isRequired_COHORT_COHORT_END_DATE.txt
2026-05-25 15:08:53	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 464 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isRequired_COHORT_COHORT_START_DATE.txt
2026-05-25 15:08:53	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: SUBJECT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 457 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isRequired_COHORT_SUBJECT_ID.txt
2026-05-25 15:08:53	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 478 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isRequired_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2026-05-25 15:08:54	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_NAME] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 480 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isRequired_COHORT_DEFINITION_COHORT_DEFINITION_NAME.txt
2026-05-25 15:08:54	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 484 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isRequired_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-05-25 15:08:54	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 476 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isRequired_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-05-25 15:09:16	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: cdmDatatype
2026-05-25 15:09:17	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 397 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmDatatype_COHORT_COHORT_DEFINITION_ID.txt
2026-05-25 15:09:17	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT] [CDM Field: SUBJECT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 387 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmDatatype_COHORT_SUBJECT_ID.txt
2026-05-25 15:09:18	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 408 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmDatatype_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2026-05-25 15:09:18	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 414 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmDatatype_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-05-25 15:09:18	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 406 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_cdmDatatype_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-05-25 15:09:48	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isPrimaryKey
2026-05-25 15:09:52	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isForeignKey
2026-05-25 15:09:53	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isForeignKey] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 469 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isForeignKey_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2026-05-25 15:09:53	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isForeignKey] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 475 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isForeignKey_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-05-25 15:09:53	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isForeignKey] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 467 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isForeignKey_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-05-25 15:10:19	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: fkDomain
2026-05-25 15:10:26	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: fkClass
2026-05-25 15:10:27	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isStandardValidConcept
2026-05-25 15:10:27	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isStandardValidConcept] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 417 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isStandardValidConcept_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-05-25 15:10:28	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isStandardValidConcept] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 409 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_isStandardValidConcept_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-05-25 15:10:36	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: measureValueCompleteness
2026-05-25 15:10:40	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 400 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_COHORT_DEFINITION_ID.txt
2026-05-25 15:10:40	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 395 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_COHORT_END_DATE.txt
2026-05-25 15:10:41	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 397 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_COHORT_START_DATE.txt
2026-05-25 15:10:41	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT] [CDM Field: SUBJECT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 390 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_SUBJECT_ID.txt
2026-05-25 15:10:42	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_DESCRIPTION] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 420 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_COHORT_DEFINITION_DESCRIPTION.txt
2026-05-25 15:10:42	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 411 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2026-05-25 15:10:42	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_NAME] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 413 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_COHORT_DEFINITION_NAME.txt
2026-05-25 15:10:43	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_SYNTAX] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 415 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_COHORT_DEFINITION_SYNTAX.txt
2026-05-25 15:10:43	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_INITIATION_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 413 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_COHORT_INITIATION_DATE.txt
2026-05-25 15:10:43	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 417 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2026-05-25 15:10:44	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: measureValueCompleteness] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort_definition" does not exist   Position: 409 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_measureValueCompleteness_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2026-05-25 15:11:40	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: standardConceptRecordCompleteness
2026-05-25 15:11:47	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: sourceConceptRecordCompleteness
2026-05-25 15:11:49	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: sourceValueCompleteness
2026-05-25 15:11:55	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleValueLow
2026-05-25 15:11:56	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueLow] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "niakhar_hdss_results.cohort" does not exist   Position: 453 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/done/VA_to_OMOP/script_and_data/Output/Data Quality Dashboard/niakhar_hdss_cdm/errors/FIELD_plausibleValueLow_COHORT_COHORT_END_DATE.txt
